submission_id,feedback,program_name,assignment_name,created_at
14817,It is far easier to hear those in the room and on a ZOOM speaking in City Council chambers because the sound system there is antiquated and the ceiling is vaulted so sound echoes.,Akron,Committee Meetings,2024-12-17 23:54:37.370181+00
14816,"Because speakers  (who aren't council members)  are not identified by name on screen, it is difficult to confirm spelling if the individual is not easily searchable online.  For this reason, City Council Meetings are probably best taken in person,  so you can ask the individual directly for clarification when necessary.",Omaha,Regular City Council Meeting,2024-12-17 23:43:25.038321+00
14815,This meeting was not very well put together.,Cleveland,Lead Safe Advisory Board,2024-12-17 17:01:01.811542+00
14806,Fun assignment! I really learned something.,Atlanta,Special Assignment: Atlanta Documenters in Grocery Stores,2024-12-15 04:18:41.428317+00
14805,"Meeting was held in Auditorium on 2nd floor, not in Room noted on assignment.",Philadelphia,Public Hearing,2024-12-14 22:14:39.420162+00
14803,"Sorry this took so long! woooeeee i'm learning a lot
the juice is all in item 7, the ohio city hotel
thank you so much, look forward to your feedback",Cleveland,Landmarks Commission,2024-12-13 22:41:58.702305+00
14802,The $367 M Capital Investment and Community Development Program budget will likely have some interesting stories buried in it.,Akron,Akron City Planning Commission,2024-12-13 21:17:51.0166+00
14799,"Could not access notes to finish page:

2024 Finance Reports submitted and late were reviewed 
Incident involving belligerent voted at hosted church was given, video reviewed notified by IMPD
Committee moved to adopt findings and voter committees will have to January to submit

Staff has to January 31 to go through campaign finance committees

Canidate challage- was not properly filed and will not apply to the winner and commitee will address.

Next meeting January 21 2025",Indianapolis,Election Board meeting,2024-12-13 18:43:20.242854+00
14796,MEETING ABRUPLTY FINISHED EARLY,Newark,Regular Meeting,2024-12-13 17:42:21.629068+00
14789,"Looking forward to retrieving the agenda on line, once the web site is updated",Akron,Akron Public Art Commission,2024-12-12 22:54:50.529505+00
14785,"This was the last meeting for MPS, and covered important topics of the budget proposals, at the same date and time, the city council was also reviewing budget proposals. Community cannot be at both places at once, so it's hard to keep track of these important information.",Minneapolis,Minneapolis Board of Education,2024-12-12 21:24:55.067205+00
14783,"Again meeting started over an hour late and due to transmission errors with the live stream I was unable to hear all of public comment or closing speeches. I ended the livestream before the official close of the meeting. There was a meeting prior to this Agenda, but it is unclear exactly what was covered.",Philadelphia,CITY COUNCIL,2024-12-12 19:42:12.073716+00
14782,The agendas on the source website were confusing and had been amended multiple times. I hope that I was able to adequately clear them up.,Detroit,"WSU, Board of Governors",2024-12-12 19:34:12.460061+00
14781,Meeting started a little behind schedule because of technical issues.,Cleveland,Landmarks Commission,2024-12-12 18:27:11.410818+00
14776,Lots and lots of $$$…some committee members ask some good ??? And get some thought out answers.,Detroit,Operations and Resources Committee,2024-12-12 15:50:29.258685+00
14773,"This was my first assignment so maybe I was slow, but in all I put 12&1/2 Hrs. into this assignment only allowing for small breaks....?
Most speakers were audible until the President(?) was giving Mr. Fencl (pronounced Fencil like pencil) his sendoff then a lot said was muffled at best.",Indianapolis,Regular Meeting,2024-12-12 11:29:30.149767+00
14770,This assignment was very informative about the city's dynamics within the communities. The community is very tight knit for the education system. Listening to the perspectives of the public comments helps reveal a refreshing perspective.,Cincinnati,Business Meeting,2024-12-12 04:50:40.188569+00
14768,"I would like to attend further meetings of this group as getting to know who the people are would make taking notes easier.  There are quite a few people that might speak throughout the meeting so pictures might be helpful as their names were not always visible or stated.  Not sure if I should have stayed for the Executive Session where they discuss labor negotiations, litigation, personnel matters or real estate matters.  Most people left before this part so I did as well.",Omaha,Regular Meeting,2024-12-12 03:16:32.60517+00
14766,"Audio and video issues, started late, all speakers were not visible nor did they state themselves by name.",Dallas,Community Development Commission,2024-12-12 02:48:41.332862+00
14764,The facility's heating made it difficult to hear despite me being close to the board. At times they used a microphone to help combat that but it was not always consistent.,Grand Rapids,Southtown Corridor Improvement Authority,2024-12-11 23:48:14.077032+00
14762,designated seating for documentors,Detroit,"WSU, Board of Governors",2024-12-11 23:05:25.218457+00
14759,I could not find information on the Resolution 181014 on the city council's legislation website.,Philadelphia,Committee of the Whole,2024-12-11 21:45:06.205179+00
14758,Easy parking at Welcome Center Garage next to Detroit Public Library (but is a walk to Student Center). Meetings at Student Center held on 2nd floor and they do serve refreshments,Detroit,"WSU, Board of Governors",2024-12-11 21:20:51.416615+00
14755,The meeting took place at the Evergreen Branch Library and they had a sign up showing where the meeting was--very helpful.,Wichita,District 6 Advisory Board Meeting,2024-12-11 20:38:07.770808+00
14753,"If there are any mishaps with recording or inability to make out what's being said, the recording of the meeting is available on the Summit County FB page.",Akron,Regular meeting,2024-12-11 19:37:40.03988+00
14752,I was there at 2:15 and the executive meeting didn’t end until 345 ish,Akron,Committee meetings (Afternoon),2024-12-11 17:02:44.480117+00
14751,Council often didn't eat mic or maybe didn't have mic on. Tough to see some staff members around the room and no identification. Definite hostility from multiple council members toward ATLDOT presenter. ARC Q update did not occur.,Atlanta,Transportation Committee - Regular Committee Meeting,2024-12-11 16:20:21.452224+00
14750,"The meeting was in the building across from the school, so I guess trust the GPS.",Omaha,Ralston Board of Education Meeting,2024-12-11 05:54:22.538001+00
14746,The documenter should arrive early for these public comment meetings so they can be sure to get a seat in the main room!,Minneapolis,City Council,2024-12-11 02:34:19.349075+00
14744,"Meeting followed the agenda, and for a December meeting, was well-attended. Had a 40 minute conversation after the meeting about these meetings being open to the public.",Indianapolis,Regular Meeting,2024-12-10 22:08:20.81764+00
14735,I did not attend the meeting in person; I covered it remotely. The camera was trained on the committee members and the two presenters from city administration. There were no public comments.,Cincinnati,Budget and Finance Committee,2024-12-10 18:13:15.341255+00
14734,This was a very short meeting. Not much to discuss,Omaha,Douglas County Board of Commissioners,2024-12-10 17:25:23.433119+00
14722,"Fast paced. Treasurer report (regarding $19,306,323 budget) began at 6:07PM, there were no questions, moved and approved at 6:10pm. Annual communications report began at 6:10pm and was finished by 6:13pm
A free* app that records audio and automatically transcribes would be extremely helpful.",Omaha,Westside Regular Board Meeting,2024-12-10 01:58:22.632141+00
14719,"I had to ask the secretary for a copy of the agenda at the start of the meeting.  No roll call was made, so I don't know who was speaking on any subject.  No background materials were available that pertained to the subjects under discussion. The guest speaker stopped me from taking photos of the slides on the big screen by saying that the one-hour multimedia presentation would be available after the meeting.  It was not available. Before leaving at the end of the public session, I gave the secretary my email address and asked her to send me a copy of the very detailed Director's Notes which were read from printed pages during the meeting. She emailed the documents the next day..",Akron,Board of Commissioners,2024-12-09 20:33:16.104974+00
14713,Awesome assignment generating genuine interest in the Detroit Documenters program!,Detroit,Special Assignment - Documenters on Noel Night (Shift 3),2024-12-08 20:34:01.036755+00
14710,The preparatory materials and directions were excellent.,Chicago,"[remote or in-person; 10am-1:30pm] 2025 Chicago budget hearing: Board of Elections, Human Resources, Environment, Admin, Animal Care & Control, City Treasurer",2024-12-08 18:07:36.174142+00
14703,This was a street assignment. The public was courteous and attentive. We passed out dozens of posters and business cards about Outlier Media. The assignment  a great success!,Detroit,Special Assignment - Documenters on Noel Night (Shift 2),2024-12-08 01:36:46.941493+00
14697,"The meeting agenda provided was not adequate. The pdf was just a list of the budget hearing meetings and when they are scheduled, there was no specific agenda for this meeting.",Chicago,[remote or in-person; 10am-1:30pm] 2025 Chicago budget hearing: Department of Procurement Services & Department of Law,2024-12-07 17:17:13.065745+00
14695,There was a protest involving Palestine when a person was speaking about the teachers being dismissed for supporting students from the country. The board warned them several times to clear the aisle but refused to the point security stepped in and left without any arguments after the speaker was done with the testimony.,Philadelphia,Monthly Action Meeting,2024-12-06 16:30:29.98778+00
14682,Hi there was time allowed for public comment about four minutes for each commenters who were emotionally involved in there discussion.,Cleveland,Safety Committee,2024-12-05 20:39:15.989372+00
14681,"Appears they are not doing agendas online anymore, so...contact Marcella Brewer for mbrewer@rscd.org for copy. I am doing so today and will upload upon receipt. I will refer to the issues that should be covered in following comments section.",Detroit,Board of Trustees - IN PERSON ONLY!,2024-12-05 19:54:34.808684+00
14677,I wish we had some way to cover the protestors agenda.,Cleveland,Council Meeting,2024-12-05 17:01:58.572061+00
14669,"The meeting broke from the agenda to give me an award. I tried to add a disclaimer in the meeting minutes. If the meeting wasn't so short, I would have omitted this part.",Atlanta,West End Neighborhood Development (WEND),2024-12-05 00:19:00.95092+00
14657,The agenda is available at the meeting but not online insofar as I could determine.,Akron,Regular Council Meeting,2024-12-04 13:29:20.989395+00
14656,Please inform the front desk staff of a meeting and meeting Cancellation. Please post a meeting Cancellation on the website. Please post the meeting agenda on the lobby bulletin board.,Akron,Akron Civil Rights Commission,2024-12-04 07:53:33.198643+00
14650,The start times were inconsistent. I totally would have gone in person if I knew I had until 6pm. :( But maybe that would have been more challenging. Seemed thoughtfully orchestrated. The questions were also thoughtful.,Detroit,MDOT I-375 Community Meeting,2024-12-04 00:58:38.245956+00
14645,"Close Caption was available on the first meeting, but not the following meetings.",Akron,Committee Meetings (remote option),2024-12-03 23:00:48.159643+00
14644,"Unfortunately due to weather , the roads and traffic became impossible to make in person on time. Luckily this meeting is presented live in which I was easily able to note take and also have the speakers names presented easily.",Indianapolis,Full City-County Council Meeting,2024-12-03 22:44:20.596825+00
14643,"Because of the way the room was set up, it was difficult to see and hear who was talking.",Omaha,Millard Public School Board Meeting,2024-12-03 22:26:22.211893+00
14642,"Getting in touch with Brooke Kauchak, District 4 Community Services Representative, before the meeting is extremely helplful,",Wichita,District 4 Advisory Board Meeting,2024-12-03 21:51:50.318887+00
14638,I would print out or have the section of the packet with relevant acronyms open on a second device or split screen as they move fast and assume familiarity with these,Detroit,CoC Board of Directors,2024-12-03 19:13:57.702374+00
14637,Wonder if we should go to more committee meetings as there was little discussion or details about the items voted on.,Detroit,Full Commission,2024-12-03 18:58:00.248239+00
14631,the vote to deny wage increases for appointed employees was made with not all members know what the others knew. saying the savings would go to drop taxes when in truth it is earmarked for TDB amendments/council member's pet projects?,Minneapolis,Budget Committee,2024-12-03 15:02:46.729575+00
14626,there was an approximately 45 minute break for lunch during the meeting time,Cleveland,Committee of the Whole,2024-12-02 22:30:32.665625+00
14624,Since this meeting brief was based on another documenter's audio assignment I do not have all the information to complete the checklist.,Philadelphia,Special Assignment: Newsletter Meeting Brief,2024-12-02 17:58:40.482894+00
14617,"Controversial school closures are in the works, and this is the first meeting that delved into some of the data needed to make those decisions.",Minneapolis,Minneapolis Board of Education,2024-11-28 01:38:21.103766+00
14613,"When attending a meeting virtually for coverage, I always run into the question on this checklist form for counting how many people showed up, and the answer box will only allow numerical figures (the form won't send if you try to send an answer other than just numbers). I'm hoping this part of the form, in the future, is adjusted, since types of public meetings vary, and when attending virtually one can't always know how many people are in attendance, but can give a best description. 

In other support, I would love to practice and work in training, tips and implementing best methods for timestamping (outline or draft suggestions, especially as someone who often handwrites or otherwise takes down shorthand in a notepad, as a separate first draft before filling out the template). For this assignment, for example, I have a paper notepad around 8 by 11 inches, and with so many testimonies (more than I've heard at any other public meeting in light of the 76er's Arena development) I found I shorthanded 20 physical pages full top to bottom. If I find a good way of notes transfer without the mathing hassle, or any tricks myself, I hope in a future workshop it could be worth sharing and weigh methods brainstorming together :) 

Lastly, this assignment, as quiet as I needed to be recording the audio, I definitely found myself accidentally sobbing and silently cheering into my notebook hearing the testimonies of my neighbors, relating hard, learning from others and sharing our home together. I heard my own life from birth being told in others' experiences as well, being from here and not quite anywhere else. Big emotions! And our beyond big love...",Philadelphia,Arena Legislation Hearing - Public Testimony,2024-11-27 20:15:30.675829+00
14608,"I was unsure if I was supposed to stay for and take notes for the Board of Trustees Annual meeting that started after the regular meeting at 8:30. I sent an email asking about this, and I realize that everyone is on Thanksgiving break, and could not get back to me, so maybe include in the assignment notes that there was an annual meeting planned for afterwards and weather or not I should have attended this as well.",Indianapolis,Indianapolis Public Library Board of Trustees,2024-11-27 05:45:24.037386+00
14605,I was pleased that Doug got back to me right away when I had questions. Sometimes you need to ask something at the last minute and he was extremely helpful!,Cleveland,City Council,2024-11-27 01:24:20.653496+00
14602,The ordinance regarding the funding for more renovations to the CAVS and Guardians Arenas was not heard.,Cleveland,City Council,2024-11-26 22:50:02.698258+00
14599,Notetaking remote. Names of speakers were not displayed . Had to pay close attention to who was speaking at front of introduction.,Chicago,[remote or in person; 10am-1:30pm] 2025 Chicago budget hearing: Department of Water Management & Chicago Department of Aviation,2024-11-26 18:12:50.316546+00
14597,"Not all of the Board member's names were visible. Some had their name plates clear in front of them. A few people's were obscured or not present. They did not have name identifiers on the livestream. Luckily, they all addressed each other by name which helped a bit. I don't know if this is something Akron Documenters has control over, but wanted y'all to be made aware just in case.",Akron,Regular meeting (remote option),2024-11-26 16:37:13.560321+00
14595,"wow, they flew through all those resolutions at LIGHTENING SPEED! I watched it from the livestream, which wasn't too bad. I couldn't see anyone's name cards from my view, but I can't even tell if they all have one or how easy they might be to see in person. The agenda was detailed and organized, which helped a LOT.",Akron,Board meeting,2024-11-26 14:47:44.697259+00
14585,There were no videos shared which made identifying the speaker very difficult/ near impossible.,Detroit,DPSCD Policy Committee Meeting,2024-11-25 16:43:40.287237+00
14573,The meeting was in progress at 1:30 pm. Alder Jason Ervin called the meeting to end at 1:49 pm. I wasn’t able to locate a  notice of cancellation for this meeting.,Chicago,[remote or in person; 1:30-5pm] 2025 Chicago budget hearing: Department of Water Management & Chicago Department of Aviation,2024-11-23 05:27:37.63001+00
14567,I said something about the meeting was strange or wrong because the meeting ended really weirdly. The Zoom mic was off for most of their discussion and there appeared to be a lot of conflict and discussion about the department's culture. Darryl Woods abruptly left the meeting and Tamara Smith adjourned the meeting due to no quorum.,Detroit,Board of Police Commissioners,2024-11-22 15:51:17.282627+00
14565,"The only thing that was confusing was the 2 meetings. The Annual meeting ended after about an hour, then the board of commissioners meeting happened directly after. I didn’t have the agenda for the board meeting but found it by the end",Detroit,Water Advisory Council Annual Meeting,2024-11-22 14:39:40.867925+00
14559,"This was my first live reporting assignment so I had a ton of questions and tried to review as much as possible. Hopefully, I did everything correctly. 

Twitter: https://x.com/ChiSouthsider/status/1859621286823026688",Chicago,[remote or in person; 10am-1:30pm] 2025 Chicago budget hearing: Department of Innovation and Technology & Department of Fleet and Facility Management,2024-11-22 01:59:21.717924+00
14557,I thought this was a nice meeting location and had no issues hearing or seeing what was happening.,Akron,Ward 8 meeting,2024-11-22 01:27:07.368741+00
14556,"-The directions were correct
- Gonna need an mp3 to record since it was hard to capture audio
-Had to pay for an audio recording because the audio was cutting off on my phone/computer so had to buy one to get the complete 4 hours",Philadelphia,Monthly Action Meeting,2024-11-22 00:34:26.596615+00
14554,If assigned the second half of a budget hearing it helps to watch the end of the part that occurs before the mid day recess as it isn't two separate meetings and you may need the information from the previous meeting to understand what they are talking about after the recess.,Chicago,[remote or in person; 1:30-5pm] 2025 Chicago budget hearing: Chicago Fire Department,2024-11-21 23:57:08.291201+00
14553,"This was a tough one. Many of the speakers spoke so quickly I could barely understand, let alone keep up with notes. The planning team also used a lot of jargon that made what they said difficult to parse.",Grand Rapids,City Commission,2024-11-21 21:50:46.309603+00
14551,Lynelle said the meetings could be hard to hear and she was right! Identifying speakers is sporadic and there aren't enough mics for everybody. I don't know if there's any way to encourage them to change this.,Detroit,"DHC, Board of Commissioners",2024-11-21 20:09:33.62063+00
14550,"A budget hearing like this provides a gold mine of information on how our city government works, most of which is not very newsworthy but is nevertheless very helpful to the public.  Frankly, I would break it down into shorter intervals for reporting, because there was too much useful material to report on, although it was rather tedious to report on it because it required more research than at meetings that are not hearings.",Chicago,[remote or in-person 1:30 - 5pm] 2025 Chicago Budget Hearing: public safety,2024-11-21 19:54:56.683194+00
14549,This was an interesting meeting. I believe this is my first meeting where I witnessed an act of protest not from a member of the public but from a member of the Commission itself and I wonder why.,Philadelphia,Philadelphia City Planning Commission Meeting,2024-11-21 19:42:05.662608+00
14544,"Check the agenda to confirm meeting times.
The Documenters assignment page states the meeting is from 12:00 am - 2:00 am. However, their website states regular commission meetings are on  3 Wednesdays per month at 9:00 am. Staff meetings are at 7:00 am one Wednesday per month.",Wichita,Board of Sedgwick County Commissioners,2024-11-21 18:30:40.361618+00
14543,It was in  two parts. It took more time than I anticiipated,Cleveland,Committee of the Whole,2024-11-21 17:57:20.859813+00
14542,"Some of the information on walk on contracts were not available at time of the meeting.

Speakers hard to identify. It’s useful to find some pictures of commissioners to help.
Speakers outside the board table are muffled at times.",Detroit,"DHC, Board of Commissioners",2024-11-21 16:50:19.717727+00
14540,"The Zoom link on the Meeting agenda did not function. The meeting ID number was invalid, so I was not able to attend via Zoom. Telephone participation was limited, unable to access presentations, handouts, or visuals. Could not identify speakers in most cases.",Wichita,Transit Advisory Board Meeting,2024-11-21 12:00:45.675369+00
14536,"Parking vouchers were available.
Meeting agendas were available",Akron,Regular Council Meeting,2024-11-21 03:52:51.511117+00
14535,Informative meeting--only feedback is the importance of starting and ending on time.,Indianapolis,School Board Meeting,2024-11-21 02:12:45.174003+00
14530,"Nice place for a meeting; we were supposed to receive a QR code for parking validation at Comerica lot, but I somehow screwed mine up (although I was on the registration list). Plan to get there early and get seat up close, as per usual in this kind of meeting.",Detroit,The District Detroit 2024 Annual Update Meeting — IN-PERSON ONLY,2024-11-20 21:16:41.178433+00
14529,the fast-approaching deadline by State DOC to Henn Cty Jail might be news worth.,Minneapolis,Hennepin County Board & Regional Railroad Authority,2024-11-20 21:14:18.328119+00
14528,The room the meeting was held in has very poor acoustics.,Minneapolis,Minneapolis Board of Education - Policy Committee,2024-11-20 19:07:30.817714+00
14527,I would just add a note for the location of events. I had never been to the public assembly room and would have been lost if I didn't run into one of the council members.,Indianapolis,Metropolitan and Economic Development Committee,2024-11-20 19:00:00.791783+00
14526,The meeting was scheduled to begin at 10:00 a.m. It was called to order at 10:06 a.m. and ended at 3:11 p.m.,Detroit,Detroit City Council Formal Session,2024-11-20 18:16:07.765553+00
14519,Please use this link for agendas for this board (the one on current assignments is broken) https://humanrights.cityofomaha.org/human-rights-board-meetings,Omaha,Omaha Human Rights and Relations Board,2024-11-20 15:14:53.055408+00
14517,"I think this organization is intentional about their mission and vision, and represent the wishes and desires of the people who live in the city regarding trees/plantings/education.",Akron,Tree Commission,2024-11-20 13:51:33.913278+00
14513,Documenters must note the agenda packet as the commission has changed and items are added. Cross-check the agenda on the video and the in-packet to avoid confusion.,Atlanta,Board of Commissioners - Regular Business Meeting,2024-11-20 04:45:56.173181+00
14503,"This meeting included introducing new members, who are not yet listed on the website. Project Acorn sounds really cool and might be worth looking into. 
This was an unusual meeting because it was really just introducing new members and making plans for their upcoming training. Everyone seemed very passionate about trees and I think they'll do really cool things next year.",Akron,Tree Commission,2024-11-19 19:42:11.569682+00
14497,"In the future I will request that my recorder be placed on the board table, there were times when the recording was not clear.",Indianapolis,Regular Meeting,2024-11-19 03:26:17.540455+00
14488,"Agenda is not detailed. Board members did not introduce themselves and there aren’t any name tags. Be sure to obtain all board members’ names before leaving the meeting. One board member has a strong accent, do not rely heavily on your recording. Get clarity on what he shares if you decide to quote him.",Wichita,Sustainability Integration Board Meeting,2024-11-16 04:28:16.930104+00
14485,"From the virtual viewing of the meeting, public comment participants were barely visible, but they were audible.",Chicago,[remote or in person; 2-5:30pm] 2025 Chicago Budget: Special City Council Meeting on Property Tax Hike,2024-11-15 22:14:49.247737+00
14481,Not sure if public was allowed to attend in person. In the future the Documenter should call in advance to get a better understanding of the location and materials.,Indianapolis,Regular Board Meeting,2024-11-15 16:46:48.477287+00
14480,"The commissioners adjourned the regular meeting to go into executive session to deal with a pending legal matter. I asked the assistant clerk whether the commissioners would come out of that executive session and formally conclude the regular meeting. The assistant clerk said no, that the move to executive session effective ended the regular weekly meeting.
Also, there is no place for a Documenter to sit comfortably with a laptop. I balanced mine on my lap and at times scribbled notes on the back of a copy of the agenda. The room is small in that respect, which may make documenting somewhat easier if a Documenter could watch meetings via YouTube, Facebook Live or local public TV (I believe it is on one of two city channels offered by Spectrum cable.",Cincinnati,Commissioner Meeting,2024-11-15 16:40:06.836372+00
14469,"There seems to be an online option, but I wasn't able to find it in advance of the meeting. There was a video camera filming the meeting. During the meeting, they mentioned that there was an online viewing option, but online attendees were not able to comment.",Indianapolis,Election Board meeting,2024-11-15 01:32:42.469183+00
14468,Unknown number of attendees at this meeting.,Philadelphia,CPOC Commissioners' Public Meeting,2024-11-15 01:04:23.740713+00
14464,Messages here. Documenters notes for editors or for the public?,Centre County,Gregg Township Board of Supervisors,2024-11-14 22:32:08.433333+00
14462,"So, public comment is allowed--but you have to communicate this prior to meeting and fill out a card. Also, they ask everyone attending as a guest to fill out a card--they will announce that you are present as part of Documenters, may ask that you stand and wave/smile. The agenda is available, but not online and without supporting info (aka The Magic Packet). The room is adequate as far as conference rooms go, but if there is a big turnout, you may be forced to sit in what is essentially a foyer...so, plan to get into the conference room early, even as much as 1/2 prior to start.",Detroit,"WCCCD, Board of Trustees — IN-PERSON ONLY",2024-11-14 22:21:47.822003+00
14459,"I’m sorry. Due to computer malfunctions, the note taking process failed. I will have another laptop before I attempt to take notes again.  I apologize for any inconvenience this might have caused.",Detroit,DPSCD REGULAR BOARD MEETING,2024-11-14 21:08:08.757441+00
14456,THIS MEETING WAS ADJOURNED EARLY DUE TO LACK OF COMMISSIONERS PRESENT TO HOLD QUORUM,Newark,Regular Meeting,2024-11-14 20:03:37.121035+00
14447,"I was very impressed with this meeting and the agenda at hand. Chancellor, Curtis L. Ivery was very thorough and professional. All directions were clear and easy to follow. No barriers coming or going and the meeting was in order and successful.",Detroit,"WCCCD, Board of Trustees — IN-PERSON ONLY",2024-11-14 13:35:10.39324+00
14445,"I stayed for ~4 hours, donating my time above 2 hours.  Not charging mileage. There are about 30 pages of handouts I will email tomorrow.  FYI - I loaded all the links the day before and today they were broken with new copies.  I replaced them all (I think)  please let me know if I missed any.  This feels long, but it was a 6 hour meeting covering 20ish  items.  Let me know what you think.",San Diego,Chula Vista City Council,2024-11-14 08:18:14.731354+00
14444,"Could not find the agenda, file on website are not present to my understanding",Akron,Citizens' Police Oversight Board,2024-11-14 04:04:55.742465+00
14439,Zoom presentation is lacking for this agency- attend in person,Omaha,Land Bank Regular Meeting,2024-11-13 22:54:49.637797+00
14435,The meeting agenda and Zoom link is posted the day of on their Facebook page in the post. It is not possible to prepare 48 hours beforehand for this committee meeting.,Atlanta,Lakewood Heights Community Association,2024-11-13 21:51:33.888752+00
14432,This meeting was cancelled and rescheduled.,Grand Rapids,Southtown Corridor Improvement Authority,2024-11-13 17:41:34.042935+00
14421,"Web site is not up to date. Agenda wasn't available for tonight's meeting on November 12, 2024",Newark,Hearing,2024-11-13 02:24:22.145836+00
14417,Documentors should cover further summits on The Parking Coalition,Detroit,"2024 Detroit Parks Summit — ALL DAY, IN-PERSON ONLY!",2024-11-12 22:41:01.196028+00
14416,This was a very interesting meeting. A LOT of public commenters turned out from Jefferson-Chalmers and in support of the livestock/beekeeping ordinance. I was lucky I didn't have stuff booked after this. Maybe let folks know that these can run long.,Detroit,Detroit City Council Formal Session,2024-11-12 20:33:46.305758+00
14413,"Meetings take place at Blackstone Plaza, not at the Dundee Bank as advertised on the City's website.",Omaha,Monthly Blackstone BID Meeting,2024-11-11 22:38:07.86113+00
14412,"It would be great to have more detailed instructions on how to enter the building. I had to follow someone in, and it seems that the door entrance has a code that isn't easy to figure out without instructions.",Cleveland,Police Policy Committee,2024-11-11 22:30:11.46916+00
14411,"I don't have a suggestion --just a note that it can be somewhat confusing when joining a meeting in progress -- you don't have a sense of the order the departments presented or those that are complete/left to present.  The agenda didn't really help to clarify.

Also, in the email confirming the assignment--any outdated document links (e.g. early versions of the agenda) should be deleted --leaving only the current and relevant links.",Chicago,"[remote or in person, 12:30-4pm] 2025 Chicago Budget Hearing: administrative/oversight agencies",2024-11-11 20:42:11.343406+00
14409,"This was a really interesting assignment. At first it felt a little ""inside baseball"" to me, like it was difficult with SO MANY acronyms and people who seem to work in the same sector. That said, it was so enlightening to see how many people are working ""behind the scenes"" to build a brighter future for Detroit homebuyers.",Detroit,Detroit Homeownership Summit: Pathways & Policies — IN-PERSON ONLY,2024-11-11 16:29:17.647481+00
14407,This meeting went well and seemed that the BAPC commissioner and staff were very prepared for the meeting and questions asked,Chicago,"[remote or in person, 1:30-5pm] 2025 Chicago Budget Hearing: arts & economic development",2024-11-11 04:49:48.270749+00
14405,"Counting onlookers and the council itself there were probably about 30-40 people at the meeting, for clarification of that section.",Cleveland,City Council,2024-11-10 21:22:25.006276+00
14402,"Yes! I wasn't entirely sure how much information I was supposed to document. I ended putting almost everything, which took me, I believe, more than seven hours? I'm not sure if I was supposed to do that.",San Diego,Planning Commission,2024-11-10 12:58:44.140411+00
14401,"Was not able to fill in the linked information- provided in attached Word Doc—-
Mr Louis was vocal of his support of Kamala prior to the election.
I was hopeful he would have more to say, however, I feel he is still feeling disappointed with the results.",Detroit,Special Assignment: 2024 General Election Reaction Interviews,2024-11-10 11:26:40.283747+00
14398,The required form did not seem to submit when I attempted too online so I made a PDF of my responses and attached it to this submission. I really enjoyed this assignment!,Detroit,Special Assignment: 2024 General Election Reaction Interviews,2024-11-10 04:19:59.228948+00
14395,Am covering a special Assignment my notes reflect that,Chicago,"[remote or in person, 1:30-5pm] 2025 Chicago Budget Hearing: regulatory & social service agencies",2024-11-09 21:14:19.147662+00
14387,The submission instructions were a bit tricky but that's OK!,Detroit,Special Assignment: 2024 General Election Reaction Interviews,2024-11-08 23:10:26.675728+00
14383,"One barrier that I experienced was following some of the discussion because at certain points, the audio quality weakened. I would recommend future Documenters to view  a meeting recording alongside a transcript so they can better identify speakers as well as fact check information.",Detroit,"Special Meeting, Boathouse Restoration",2024-11-08 21:05:10.412725+00
14370,It was very difficult to know who was talking at most times during this meeting. There was also generally not much to be said from this. It was mostly the same things being said.,Detroit,Board of Police Commissioners,2024-11-08 03:24:52.389528+00
14369,"a lot of people were there to protest their views on the zoning changes, many more than usual.",Wichita,Metropolitan Area Planning Commission - Wichita-Sedgwick County Board of Zoning Appeals Meeting,2024-11-08 03:22:36.220515+00
14359,"Zoom works very well for this meeting, but it would be helpful to anyone attending virtually to see presenters names on the screen or at least provided in Chat.",Wichita,District 3 Advisory Board Meeting,2024-11-07 19:16:09.170046+00
14357,The staff was helpful with website navigation,Akron,Committee meeting,2024-11-07 18:17:44.367271+00
14355,I used this interactive RCO map https://map.rco.community/,Philadelphia,Civic Design Review Committee,2024-11-07 17:14:49.149381+00
14351,"This was an interesting set up. The group is made up of people from other parts of the state so it was all online.  However, the facilitator was here, in Wichita.  They set up a computer for me and I watched in the WAMPO office.  At first, I was afraid that I had the wrong meeting, as I had no idea it was all online.",Wichita,Executive Committee Meeting,2024-11-07 16:02:29.911592+00
14343,A lot of public comment.,New Brunswick,Regular Meeting,2024-11-07 00:08:23.017697+00
14335,"Shara Kennedy gave a presentation during announcements about her for profit business, Just Schooling, that would solicit money for West End's parks circumventing the Friends of the Parks groups. It was an add odd aspect of the meeting. I am not sure if it should be included in the meeting minutes because it felt like self promotion grand standing.",Atlanta,West End Neighborhood Development (WEND),2024-11-06 13:54:47.958148+00
14334,"thank you for this opportunity

feel done...hopefully caught the sentiments of the council members.",Minneapolis,Administration & Enterprise Oversight Committee,2024-11-06 12:27:14.692207+00
14332,There were many citizens there who were concerned about the environmental plan being presented and there was much discussion.,Wichita,District 5 Advisory Board Meeting,2024-11-06 04:27:07.467131+00
14315,Just a note- the BZA seemed very in control of the meeting. There were a couple residents who tried to resist BZA's 5 minute comment limit and they did a good job keeping the meeting going.,Detroit,Board of Zoning Appeals,2024-11-05 18:00:18.4509+00
14312,The Site Map indicates that the meeting was at a location different from the Meeting Agenda. The Meeting Agenda was accurate.,San Diego,Fire Advisory Board,2024-11-05 05:36:19.099388+00
